person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,actual_loan_status,predicted_loan_status,default_probability,credit_risk_segment
25,59000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,3600,12.98,0.06,N,3,1,0,0.19139663494912124,Low Risk
43,93000,MORTGAGE,7.0,PERSONAL,A,7000,7.14,0.08,N,13,0,0,0.024296999560305153,Low Risk
21,40000,RENT,0.0,EDUCATION,A,1775,6.54,0.04,N,3,0,0,0.04765622607591812,Low Risk
22,54500,MORTGAGE,6.0,EDUCATION,B,7500,10.59,0.14,N,3,0,0,0.06643833926401801,Low Risk
27,68000,RENT,0.0,DEBTCONSOLIDATION,A,6500,7.51,0.1,N,7,0,0,0.045740425139322485,Low Risk
26,96000,MORTGAGE,6.0,MEDICAL,B,20000,11.11,0.21,N,4,0,0,0.06789630032921537,Low Risk
25,38000,RENT,8.0,MEDICAL,C,16000,12.87,0.42,Y,3,1,1,0.9783998836741622,High Risk
35,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,25000,9.51,0.38,N,10,0,0,0.15957234028140446,Low Risk
38,24000,RENT,0.0,HOMEIMPROVEMENT,D,4400,14.09,0.18,N,14,1,1,0.9300727322076485,High Risk
30,102489,MORTGAGE,14.0,PERSONAL,B,25000,12.18,0.24,N,7,0,0,0.05401629601471936,Low Risk
22,95004,OWN,6.0,EDUCATION,B,7200,10.95,0.08,N,4,0,0,0.009669112860947324,Low Risk
27,12000,RENT,0.0,VENTURE,C,4000,14.22,0.33,Y,7,1,1,0.9941723447105575,High Risk
32,180000,MORTGAGE,12.0,PERSONAL,A,10000,7.9,0.06,N,10,0,0,0.026229928612880416,Low Risk
25,84000,RENT,5.0,DEBTCONSOLIDATION,B,9000,11.36,0.11,N,2,0,0,0.07934494739080447,Low Risk
21,29000,RENT,5.0,MEDICAL,D,7000,12.61,0.24,Y,2,1,1,0.622563098422835,High Risk
22,60000,MORTGAGE,1.0,MEDICAL,B,6750,10.99,0.11,N,4,0,0,0.07417593945917371,Low Risk
23,73000,RENT,2.0,VENTURE,B,3000,12.18,0.04,N,3,0,0,0.05088793576805857,Low Risk
48,64430,MORTGAGE,14.0,MEDICAL,D,15000,10.99,0.2,Y,12,1,0,0.4830659436369554,Medium Risk
27,75000,RENT,6.0,HOMEIMPROVEMENT,B,12000,10.99,0.16,N,10,0,0,0.08871190912169255,Low Risk
31,72000,MORTGAGE,6.0,MEDICAL,A,9800,6.62,0.14,N,7,0,0,0.03969569940195205,Low Risk
27,72000,OWN,4.0,EDUCATION,C,8000,11.09,0.11,Y,9,0,0,0.012815751449847586,Low Risk
22,47540,MORTGAGE,4.0,MEDICAL,B,12250,10.62,0.26,N,2,0,0,0.09046292854469115,Low Risk
25,58650,RENT,7.0,MEDICAL,D,5600,14.84,0.08,N,4,1,1,0.8984141957642607,High Risk
28,29000,RENT,4.0,DEBTCONSOLIDATION,D,10000,16.77,0.34,N,10,1,1,0.9923249229583648,High Risk
23,34188,OWN,4.0,VENTURE,A,3200,7.14,0.09,N,3,0,0,0.009179538037331604,Low Risk
25,32000,RENT,1.0,MEDICAL,E,2500,16.45,0.08,Y,2,1,1,0.9403027685098414,High Risk
23,43200,MORTGAGE,5.0,VENTURE,B,10000,12.69,0.23,N,3,0,0,0.04233118259083901,Low Risk
28,47200,RENT,3.0,PERSONAL,B,10000,9.99,0.21,N,8,0,0,0.07356061459901758,Low Risk
23,48000,RENT,3.0,PERSONAL,A,12000,6.03,0.25,N,2,0,0,0.04773597423340801,Low Risk
22,60000,RENT,0.0,MEDICAL,A,5500,7.88,0.09,N,2,0,0,0.03494427144579835,Low Risk
39,44000,RENT,11.0,MEDICAL,D,1800,14.91,0.04,N,17,1,1,0.7656626308286735,High Risk
31,47700,RENT,2.0,MEDICAL,B,12000,11.99,0.25,N,6,0,0,0.1112395719541964,Low Risk
22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0.2,N,4,0,0,0.05302761005889665,Low Risk
38,36000,RENT,10.0,MEDICAL,B,9000,11.83,0.25,N,11,0,0,0.10791492233062834,Low Risk
31,87500,RENT,4.0,DEBTCONSOLIDATION,B,6000,11.99,0.07,N,5,0,0,0.07934494739080447,Low Risk
30,54000,RENT,14.0,PERSONAL,D,4425,17.49,0.08,Y,9,0,1,0.5309508379867733,Medium Risk
22,69000,RENT,6.0,DEBTCONSOLIDATION,B,20000,10.99,0.29,N,4,1,0,0.1329955573103597,Low Risk
29,190000,MORTGAGE,3.0,EDUCATION,B,14000,10.99,0.07,N,6,0,0,0.04203979375165666,Low Risk
24,55000,RENT,5.0,VENTURE,A,9500,9.63,0.17,N,4,0,0,0.020937653204216866,Low Risk
25,54996,RENT,3.0,HOMEIMPROVEMENT,B,12000,10.37,0.22,N,2,0,0,0.11628153352907711,Low Risk
42,33600,MORTGAGE,11.0,VENTURE,C,5000,10.99,0.15,N,11,0,0,0.12985506360777294,Low Risk
29,105500,RENT,4.0,PERSONAL,A,8000,7.49,0.08,N,7,0,0,0.02730051960502908,Low Risk
25,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,24200,8.49,0.44,N,2,0,0,0.12901652452089762,Low Risk
34,44460,MORTGAGE,7.0,DEBTCONSOLIDATION,A,9600,7.49,0.22,N,8,0,0,0.0773455605965919,Low Risk
22,54000,MORTGAGE,1.0,MEDICAL,C,4000,13.98,0.07,N,4,0,0,0.1376090812828288,Low Risk
22,53000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,1000,15.27,0.02,Y,4,0,0,0.22601042383030667,Low Risk
24,30000,RENT,8.0,MEDICAL,B,3000,11.86,0.1,N,4,0,0,0.1533221435867239,Low Risk
34,47700,RENT,2.0,DEBTCONSOLIDATION,A,9000,7.14,0.19,N,10,0,0,0.04989619493924894,Low Risk
45,35004,MORTGAGE,5.0,DEBTCONSOLIDATION,C,10000,10.99,0.29,Y,17,0,0,0.11667394853932321,Low Risk
23,75000,MORTGAGE,7.0,VENTURE,B,17000,11.12,0.23,N,2,0,0,0.03489944669278372,Low Risk
22,50000,RENT,5.0,PERSONAL,B,10000,11.71,0.2,N,3,0,0,0.08844984804456994,Low Risk
23,64000,RENT,7.0,DEBTCONSOLIDATION,C,3500,14.72,0.05,Y,2,1,0,0.1835251232300089,Low Risk
21,26124,RENT,3.0,EDUCATION,D,8875,15.62,0.34,Y,3,1,1,0.9706806914429515,High Risk
23,60000,RENT,5.0,EDUCATION,C,7200,13.22,0.12,N,4,0,0,0.05868488086073066,Low Risk
32,34900,MORTGAGE,0.0,PERSONAL,B,12000,10.25,0.34,N,9,0,0,0.23764702370800594,Low Risk
34,65000,OWN,2.0,PERSONAL,A,5600,8.0,0.09,N,6,0,0,0.011047420485401867,Low Risk
23,46800,MORTGAGE,4.0,PERSONAL,A,5000,6.99,0.11,N,2,0,0,0.044405943835286975,Low Risk
24,24000,RENT,3.0,PERSONAL,B,12000,10.36,0.5,N,4,1,1,0.9624324449783033,High Risk
22,107004,MORTGAGE,2.0,EDUCATION,A,10000,7.29,0.09,N,3,0,0,0.023583022183128882,Low Risk
24,27000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,7500,10.39,0.28,N,2,0,0,0.14584918408629413,Low Risk
23,62900,RENT,7.0,MEDICAL,D,5000,14.84,0.07,N,4,1,1,0.7018754209145263,High Risk
31,57996,RENT,4.0,PERSONAL,D,4800,15.58,0.08,Y,9,1,1,0.5309508379867733,Medium Risk
36,38208,MORTGAGE,2.0,VENTURE,D,1500,10.99,0.04,Y,15,0,0,0.31631606761101705,Medium Risk
25,29000,RENT,9.0,PERSONAL,A,11000,8.49,0.38,N,2,1,1,0.9640012797310409,High Risk
27,56525,MORTGAGE,4.0,MEDICAL,D,12000,15.95,0.18,N,10,1,1,0.7525764465521368,High Risk
34,109000,OWN,14.0,HOMEIMPROVEMENT,C,15000,13.61,0.14,Y,7,0,0,0.01177704311423016,Low Risk
31,55000,MORTGAGE,0.0,VENTURE,A,4500,7.14,0.08,N,6,0,0,0.02107455427662453,Low Risk
29,67992,MORTGAGE,0.0,VENTURE,A,2000,7.43,0.03,N,7,0,0,0.01739728532877169,Low Risk
29,35500,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4000,7.88,0.11,N,6,0,0,0.05608787091497937,Low Risk
38,83000,RENT,3.0,HOMEIMPROVEMENT,G,22250,23.22,0.27,Y,12,1,1,0.9363616446764825,High Risk
37,71400,MORTGAGE,7.0,MEDICAL,E,3100,20.69,0.04,Y,14,1,1,0.8249764425365325,High Risk
23,73185,MORTGAGE,7.0,MEDICAL,B,7000,9.63,0.08,N,2,1,0,0.07014394427909,Low Risk
23,60000,MORTGAGE,6.0,PERSONAL,B,2000,10.36,0.03,N,2,0,0,0.04847658174409717,Low Risk
34,80000,MORTGAGE,5.0,PERSONAL,A,12000,7.49,0.15,N,9,0,0,0.023915778283973933,Low Risk
33,54000,RENT,17.0,DEBTCONSOLIDATION,B,15000,11.86,0.28,N,7,1,0,0.13704484660507438,Low Risk
39,45000,MORTGAGE,4.0,VENTURE,A,8625,10.99,0.19,N,13,0,0,0.026029245003407555,Low Risk
53,85000,RENT,2.0,PERSONAL,A,8000,7.74,0.09,N,26,0,0,0.030406419390692337,Low Risk
22,20000,RENT,2.0,PERSONAL,B,4000,9.45,0.2,N,3,0,0,0.13671179479335652,Low Risk
25,80000,OWN,3.0,EDUCATION,C,10000,14.72,0.13,Y,3,0,0,0.013050892936912214,Low Risk
23,25200,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.73,0.32,N,4,1,1,0.9713492424618952,High Risk
29,71000,RENT,0.0,PERSONAL,A,19000,6.54,0.27,N,9,0,0,0.05611936985181211,Low Risk
25,90996,RENT,5.0,MEDICAL,C,14000,12.23,0.15,N,2,0,0,0.05909003066352623,Low Risk
29,50000,RENT,9.0,MEDICAL,C,3600,15.27,0.07,Y,10,0,0,0.2121792149712926,Low Risk
31,24000,RENT,0.0,EDUCATION,A,4000,6.76,0.17,N,9,0,0,0.09954126251481124,Low Risk
52,52000,MORTGAGE,1.0,MEDICAL,A,17000,7.88,0.33,N,18,1,0,0.11374846390724201,Low Risk
29,28000,RENT,0.0,MEDICAL,C,10000,12.84,0.36,Y,7,1,1,0.9752551397468724,High Risk
30,98000,MORTGAGE,14.0,EDUCATION,B,9000,11.49,0.09,N,5,1,0,0.04203979375165666,Low Risk
34,30000,RENT,2.0,PERSONAL,A,4000,7.51,0.13,N,7,0,0,0.09723322034451704,Low Risk
23,36000,MORTGAGE,7.0,EDUCATION,B,2000,11.49,0.06,N,2,0,0,0.08547155082478844,Low Risk
23,141000,MORTGAGE,1.0,EDUCATION,B,15000,10.99,0.11,N,4,0,0,0.04361651782610502,Low Risk
36,36000,OWN,4.0,MEDICAL,D,10000,16.29,0.28,Y,17,0,0,0.1444223459399066,Low Risk
27,55000,MORTGAGE,2.0,VENTURE,D,7000,10.99,0.13,Y,7,0,0,0.29867131887008086,Low Risk
24,82726,MORTGAGE,7.0,EDUCATION,C,20000,10.99,0.24,Y,4,0,0,0.06664120182598098,Low Risk
21,39996,MORTGAGE,5.0,PERSONAL,B,8000,10.25,0.2,N,4,0,0,0.06301326202899218,Low Risk
24,56950,MORTGAGE,4.0,MEDICAL,B,4500,10.0,0.07,N,3,1,0,0.08828738134358136,Low Risk
30,42000,RENT,4.0,VENTURE,A,10000,10.99,0.24,N,9,0,0,0.03279059669657938,Low Risk
25,36000,RENT,1.0,DEBTCONSOLIDATION,D,15000,15.05,0.42,Y,2,1,1,0.994919229141994,High Risk
23,49000,RENT,6.0,DEBTCONSOLIDATION,A,6000,7.9,0.12,N,3,0,0,0.05387354342643136,Low Risk
25,22000,OWN,0.0,VENTURE,E,7500,10.99,0.34,Y,3,0,0,0.277202414279535,Low Risk
24,45000,RENT,3.0,PERSONAL,A,7800,7.51,0.17,N,3,0,0,0.048708304501301466,Low Risk
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,0.31,N,2,1,1,0.9887055427877868,High Risk
30,67000,RENT,2.0,VENTURE,A,9250,10.99,0.14,N,7,0,0,0.03196122564222484,Low Risk
34,40000,MORTGAGE,11.0,VENTURE,A,6000,7.29,0.15,N,7,0,0,0.016014859503089948,Low Risk
28,70000,RENT,0.0,DEBTCONSOLIDATION,C,12800,13.57,0.18,N,6,0,0,0.09965765011472354,Low Risk
33,20640,OWN,0.0,HOMEIMPROVEMENT,D,6250,14.84,0.3,N,7,0,0,0.18932660709576246,Low Risk
23,35400,RENT,4.0,VENTURE,B,9600,11.89,0.27,N,2,0,0,0.0636294689728568,Low Risk
24,83000,RENT,3.0,HOMEIMPROVEMENT,A,3200,6.99,0.04,N,3,0,0,0.03981504338620404,Low Risk
38,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,25000,10.99,0.45,Y,14,1,1,0.5093368158285325,Medium Risk
37,50000,RENT,1.0,HOMEIMPROVEMENT,C,15000,13.22,0.3,Y,11,0,0,0.18834465525346658,Low Risk
26,53000,MORTGAGE,10.0,MEDICAL,C,11500,14.65,0.22,N,4,0,0,0.19627623327524016,Low Risk
28,120000,MORTGAGE,0.0,EDUCATION,A,1000,7.12,0.01,N,5,0,0,0.026327960230655676,Low Risk
29,195000,MORTGAGE,5.0,VENTURE,C,3600,14.26,0.02,N,7,1,0,0.04956505575213144,Low Risk
60,1900000,MORTGAGE,5.0,PERSONAL,A,1500,10.99,0.0,N,21,0,0,0.03147999612907007,Low Risk
30,90000,RENT,10.0,HOMEIMPROVEMENT,D,15000,14.96,0.17,N,6,0,0,0.3274141504911673,Medium Risk
31,61150,RENT,0.0,DEBTCONSOLIDATION,B,5100,11.49,0.08,N,8,0,0,0.0992152456027748,Low Risk
25,60000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,6500,5.79,0.11,N,4,0,0,0.03971562006736245,Low Risk
32,35000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,4000,13.61,0.11,N,6,0,0,0.11540645201132,Low Risk
54,33600,RENT,0.0,DEBTCONSOLIDATION,B,1000,10.65,0.03,N,29,1,0,0.1414321987331558,Low Risk
22,103000,MORTGAGE,4.0,MEDICAL,A,2500,10.99,0.02,N,3,0,0,0.03761438741085911,Low Risk
45,118000,MORTGAGE,11.0,EDUCATION,C,9600,13.99,0.08,Y,12,1,0,0.05670694517215207,Low Risk
35,56000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,15000,11.26,0.27,N,10,0,0,0.13854477452938066,Low Risk
23,99670,MORTGAGE,2.0,PERSONAL,D,5500,14.74,0.06,N,4,0,0,0.3864504621067547,Medium Risk
34,125000,MORTGAGE,0.0,MEDICAL,B,9175,10.99,0.07,N,5,0,0,0.06127751080502755,Low Risk
41,95000,OWN,2.0,HOMEIMPROVEMENT,C,21600,13.92,0.23,Y,11,0,0,0.016416724328728344,Low Risk
22,26400,MORTGAGE,2.0,VENTURE,B,4400,11.49,0.17,N,3,0,0,0.09633600066344601,Low Risk
25,42000,RENT,3.0,EDUCATION,A,8000,10.99,0.19,N,4,0,0,0.0638812362210737,Low Risk
26,70000,RENT,4.0,MEDICAL,A,6000,6.17,0.09,N,4,0,0,0.041884732352142066,Low Risk
23,45000,RENT,0.0,VENTURE,C,6225,11.54,0.14,Y,4,0,0,0.11822703346663452,Low Risk
22,24000,OWN,0.0,DEBTCONSOLIDATION,D,4200,15.62,0.17,Y,2,0,0,0.3515807273351004,Medium Risk
22,60000,MORTGAGE,7.0,EDUCATION,B,10950,11.11,0.18,N,3,0,0,0.05223463409711301,Low Risk
26,60000,MORTGAGE,6.0,EDUCATION,A,9000,6.91,0.15,N,3,0,0,0.027978716118952376,Low Risk
26,34000,MORTGAGE,3.0,MEDICAL,D,4000,17.58,0.12,N,3,1,1,0.7869113395754188,High Risk
24,52000,RENT,3.0,HOMEIMPROVEMENT,A,6600,10.99,0.13,N,3,0,0,0.09276156714964469,Low Risk
35,62475,MORTGAGE,5.0,MEDICAL,D,9600,14.61,0.13,Y,6,1,1,0.6765229864050649,High Risk
23,40000,RENT,4.0,MEDICAL,B,7000,11.58,0.17,N,3,0,0,0.09403412755073826,Low Risk
22,55000,MORTGAGE,2.0,MEDICAL,C,4800,12.98,0.09,N,4,0,0,0.12562845078046198,Low Risk
23,44004,OWN,7.0,MEDICAL,A,17000,6.62,0.39,N,2,0,0,0.05584669766732996,Low Risk
30,75000,OWN,14.0,VENTURE,C,10000,14.27,0.13,Y,6,0,0,0.016429206871164368,Low Risk
24,59000,RENT,5.0,EDUCATION,C,15000,14.79,0.25,Y,3,1,0,0.2558861518960601,Low Risk
24,205000,MORTGAGE,8.0,EDUCATION,C,35000,13.99,0.17,N,2,0,0,0.06524491621728233,Low Risk
26,34000,MORTGAGE,4.0,PERSONAL,A,12250,6.91,0.36,N,4,1,0,0.2234926526474685,Low Risk
32,55000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,6500,13.98,0.12,N,10,0,0,0.14865893619208506,Low Risk
28,74000,RENT,12.0,HOMEIMPROVEMENT,B,10000,11.71,0.14,N,8,0,0,0.09062786404998605,Low Risk
39,50760,RENT,4.0,EDUCATION,E,6725,16.45,0.13,N,11,0,0,0.46796354097088344,Medium Risk
35,110000,RENT,1.0,PERSONAL,B,3200,11.48,0.03,N,9,0,0,0.05004928530405253,Low Risk
22,82000,MORTGAGE,6.0,EDUCATION,B,10750,9.25,0.13,N,2,0,0,0.04130144616420765,Low Risk
30,55000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,6500,10.99,0.12,N,7,0,0,0.13338321485911322,Low Risk
23,48000,OWN,8.0,VENTURE,C,6000,12.87,0.13,Y,3,0,0,0.014265783585982454,Low Risk
25,48226,RENT,9.0,MEDICAL,A,7000,7.9,0.15,N,3,0,0,0.05612952697917269,Low Risk
37,130000,RENT,2.0,VENTURE,B,13000,9.88,0.1,N,14,0,0,0.02470436103278155,Low Risk
27,48996,RENT,3.0,VENTURE,B,12000,12.53,0.24,N,6,0,0,0.04649816908090214,Low Risk
26,57550,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3500,5.42,0.06,N,4,0,0,0.04908882621430709,Low Risk
31,62000,MORTGAGE,4.0,VENTURE,A,6550,5.79,0.11,N,5,0,0,0.014407437258105485,Low Risk
35,225000,MORTGAGE,17.0,VENTURE,A,5000,7.49,0.02,N,9,0,0,0.009301341454936591,Low Risk
29,87000,RENT,1.0,HOMEIMPROVEMENT,B,15000,10.59,0.17,N,6,0,0,0.058521305245697174,Low Risk
26,117500,RENT,0.0,VENTURE,A,13800,7.49,0.12,N,3,0,0,0.014850982933324123,Low Risk
25,50600,OWN,3.0,PERSONAL,A,3000,7.51,0.06,N,2,0,0,0.012683383716872098,Low Risk
25,20000,RENT,1.0,MEDICAL,A,12000,8.07,0.6,N,2,1,1,0.9568329535107861,High Risk
28,65000,RENT,7.0,MEDICAL,B,14400,11.14,0.22,N,5,0,0,0.08661436943347557,Low Risk
28,72000,MORTGAGE,8.0,PERSONAL,D,7500,6.0,0.1,N,10,0,0,0.21651027388646976,Low Risk
27,157544,MORTGAGE,8.0,VENTURE,C,35000,12.99,0.22,N,8,0,0,0.04585313316096055,Low Risk
31,160000,RENT,1.0,HOMEIMPROVEMENT,C,7500,11.28,0.05,N,7,0,0,0.05911753388461071,Low Risk
21,35000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,10.99,0.43,N,4,0,0,0.1813569821351126,Low Risk
25,24000,RENT,3.0,DEBTCONSOLIDATION,C,6250,13.72,0.26,Y,3,0,0,0.20791663816064937,Low Risk
24,54731,RENT,2.0,DEBTCONSOLIDATION,B,3200,11.83,0.06,N,2,0,0,0.10446843088629865,Low Risk
46,65000,RENT,1.0,EDUCATION,B,6000,12.69,0.09,N,13,0,0,0.07099248877177716,Low Risk
25,58313,MORTGAGE,9.0,MEDICAL,E,5300,19.91,0.08,Y,2,1,1,0.8380723677067067,High Risk
29,51540,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4000,5.79,0.08,N,7,0,0,0.04908882621430709,Low Risk
22,52000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,14825,15.62,0.29,N,3,1,1,0.8116139183725205,High Risk
25,46000,RENT,9.0,PERSONAL,A,12000,5.42,0.26,N,3,0,0,0.06316013708754838,Low Risk
43,93000,MORTGAGE,15.0,DEBTCONSOLIDATION,D,7500,12.86,0.08,Y,15,1,0,0.49982709668942654,Medium Risk
28,34000,RENT,4.0,PERSONAL,D,10000,14.74,0.29,N,9,0,1,0.7223181824454937,High Risk
24,26000,RENT,6.0,PERSONAL,B,10000,10.99,0.38,N,4,1,1,0.9675027962643619,High Risk
28,72087,MORTGAGE,10.0,PERSONAL,C,16000,10.99,0.22,N,6,0,0,0.07728887543161844,Low Risk
24,45996,RENT,1.0,MEDICAL,C,13000,13.47,0.28,Y,2,1,0,0.15852594379232657,Low Risk
33,48000,MORTGAGE,7.0,MEDICAL,A,13800,8.9,0.29,N,6,0,0,0.059165080518233513,Low Risk
25,44400,RENT,4.0,PERSONAL,D,2100,17.27,0.05,N,4,0,1,0.530654445536464,Medium Risk
28,75000,RENT,0.0,VENTURE,A,5625,6.91,0.07,N,5,0,0,0.020200824972621566,Low Risk
23,26400,RENT,7.0,EDUCATION,A,3800,7.9,0.14,N,2,0,0,0.091736494787974,Low Risk
25,78000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,8000,16.0,0.1,N,4,1,1,0.8338828881936907,High Risk
29,162350,RENT,12.0,MEDICAL,G,25000,21.64,0.13,Y,9,1,1,0.9458771509618668,High Risk
28,27840,RENT,5.0,PERSONAL,C,4750,13.57,0.17,N,5,0,0,0.1663928815964382,Low Risk
29,34000,RENT,0.0,DEBTCONSOLIDATION,B,10000,12.53,0.29,N,6,1,0,0.26256468546887163,Low Risk
32,30000,MORTGAGE,6.0,VENTURE,A,10000,7.51,0.33,N,9,0,0,0.09981958986541488,Low Risk
24,70000,RENT,8.0,DEBTCONSOLIDATION,B,8000,11.71,0.11,N,3,0,0,0.09482351026958716,Low Risk
24,31776,RENT,6.0,VENTURE,A,4700,8.94,0.15,N,3,0,0,0.045120312431929675,Low Risk
25,51492,MORTGAGE,2.0,EDUCATION,B,13800,10.38,0.27,N,4,0,0,0.07417782523844813,Low Risk
28,31200,RENT,3.0,DEBTCONSOLIDATION,A,3600,6.39,0.12,N,7,0,0,0.09712086380193309,Low Risk
35,71500,MORTGAGE,1.0,HOMEIMPROVEMENT,B,19200,10.99,0.27,N,6,0,0,0.10008417135715006,Low Risk
26,74999,RENT,4.0,HOMEIMPROVEMENT,D,16000,17.27,0.21,Y,4,0,0,0.48756718390839165,Medium Risk
23,114600,MORTGAGE,7.0,EDUCATION,C,10000,13.06,0.09,N,3,0,0,0.044514886335543145,Low Risk
26,99000,MORTGAGE,9.0,MEDICAL,C,20000,14.22,0.2,N,4,0,0,0.10623171515678828,Low Risk
25,24996,RENT,8.0,VENTURE,C,2500,12.98,0.1,N,4,0,0,0.12378790406931643,Low Risk
28,75000,RENT,5.0,VENTURE,A,5000,7.88,0.07,N,6,0,0,0.015420938048983488,Low Risk
23,79000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,16000,14.09,0.2,N,3,1,1,0.7806146913328245,High Risk
32,67000,RENT,11.0,DEBTCONSOLIDATION,A,3000,7.14,0.04,N,9,0,0,0.045776741675167355,Low Risk
34,53500,RENT,0.0,MEDICAL,A,3200,6.76,0.06,N,10,0,0,0.05393193665594089,Low Risk
24,45000,MORTGAGE,8.0,PERSONAL,A,4000,10.99,0.09,N,2,0,0,0.05679657982593331,Low Risk
21,36000,RENT,5.0,PERSONAL,B,10000,11.48,0.28,N,4,0,0,0.11520599120810861,Low Risk
23,28800,RENT,0.0,EDUCATION,A,4000,5.42,0.14,N,2,0,0,0.08672422226571597,Low Risk
23,50000,MORTGAGE,6.0,EDUCATION,B,17000,12.42,0.34,N,3,0,0,0.1400725281753684,Low Risk
24,76000,MORTGAGE,8.0,EDUCATION,B,13500,9.99,0.18,N,4,0,0,0.052820890847298976,Low Risk
23,104736,MORTGAGE,3.0,DEBTCONSOLIDATION,D,25000,14.11,0.24,Y,2,1,1,0.7006559120990753,High Risk
28,69000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,9.88,0.14,N,8,0,0,0.07401243287293191,Low Risk
23,64000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5500,7.14,0.09,N,3,0,0,0.04619681298164864,Low Risk
22,60000,OWN,3.0,PERSONAL,D,8700,15.58,0.14,Y,4,0,0,0.04247901552899885,Low Risk
24,76597,RENT,5.0,PERSONAL,B,22000,9.25,0.29,N,4,0,0,0.08443121354238128,Low Risk
24,37200,RENT,4.0,MEDICAL,D,10000,12.92,0.27,Y,4,0,1,0.5553745178935944,Medium Risk
26,57240,RENT,3.0,VENTURE,A,9000,7.51,0.16,N,3,0,0,0.019920321122691948,Low Risk
23,29376,RENT,3.0,VENTURE,A,5950,7.66,0.2,N,2,0,0,0.050488689675686205,Low Risk
23,30996,OWN,2.0,VENTURE,B,5000,11.86,0.16,N,4,0,0,0.016847509503777575,Low Risk
27,40700,MORTGAGE,8.0,EDUCATION,D,20400,10.99,0.5,N,8,0,0,0.2107959102543509,Low Risk
33,29000,RENT,0.0,EDUCATION,C,10000,13.06,0.34,Y,7,1,1,0.9735585610827219,High Risk
28,87600,OWN,12.0,VENTURE,C,12000,12.99,0.14,N,6,0,0,0.009410497318321302,Low Risk
30,90000,MORTGAGE,5.0,PERSONAL,B,7500,10.71,0.08,N,5,0,0,0.03664485519040367,Low Risk
22,46000,RENT,3.0,EDUCATION,B,11000,10.59,0.24,N,3,0,0,0.06898910188621847,Low Risk
34,154000,MORTGAGE,4.0,PERSONAL,B,4000,10.37,0.03,N,8,0,0,0.03929543299695588,Low Risk
36,55200,RENT,3.0,MEDICAL,D,9900,14.84,0.18,Y,13,1,1,0.76474181100988,High Risk
29,108000,RENT,1.0,EDUCATION,D,12000,10.99,0.11,N,9,1,0,0.2141428720419158,Low Risk
24,65544,OWN,4.0,EDUCATION,B,5000,10.74,0.08,N,2,0,0,0.012279643152369905,Low Risk
23,124800,MORTGAGE,4.0,MEDICAL,B,28000,10.99,0.22,N,2,0,0,0.07668375256557268,Low Risk
28,82000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,25000,16.29,0.3,N,5,0,0,0.35076579502364513,Medium Risk
26,37820,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6300,10.99,0.17,N,2,0,0,0.07441350201758452,Low Risk
25,60000,RENT,7.0,DEBTCONSOLIDATION,B,15000,10.99,0.25,N,3,0,0,0.0837996882715711,Low Risk
24,96000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5000,8.9,0.05,N,4,0,0,0.03478838518132313,Low Risk
28,30000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000,7.29,0.1,N,7,0,0,0.09644116699778599,Low Risk
27,231252,MORTGAGE,1.0,PERSONAL,B,2000,9.91,0.01,N,10,0,0,0.04316737198937849,Low Risk
25,51500,RENT,5.0,VENTURE,C,1325,14.79,0.03,N,3,0,0,0.13979116764885008,Low Risk
22,14400,RENT,2.0,PERSONAL,E,2500,10.99,0.17,N,2,1,1,0.9610475610262932,High Risk
22,35000,RENT,0.0,EDUCATION,A,3250,6.54,0.09,N,3,0,0,0.05321580683218053,Low Risk
23,40000,RENT,4.0,PERSONAL,C,3500,13.23,0.09,Y,2,0,0,0.08564365035056794,Low Risk
22,47000,MORTGAGE,6.0,MEDICAL,B,24000,10.37,0.51,N,4,1,0,0.1783529242198242,Low Risk
